留言主题,clean_review,cut_review,地区,关键词,留言详情中的实体,留言主题中的实体
A市男职工生育保险怎么报销？,A市男职工生育保险怎么报销,A市 男 职工 生育 报销,A市,"['A市', '报销', '生育', '职工']",[],['A市']
A市自梦强数码科技有限公司产品差，退货还不让退,A市自梦强数码科技有限公司产品差退货还不让退,A市 自梦强 数码科技 有限公司 产品 差 退货 不让 退,A市,"['数码科技', 'A市', '自梦强', '退货', '不让']","['西城', '楚江', '西城']",['A市自梦强数码科技有限公司']
A市青山新村社区未经利害人同意违规开具住改商证明,A市青山新村社区未经利害人同意违规开具住改商证明,A市 青山 新村 社区 未经 利害 同意 违规 开具 住 改商 证明,A市,"['A市', '改商', '开具', '新村', '青山']",['西城'],['A市青山新村社区']
A市中建梅溪湖中心二期地下车库未做地下排水工程处理,A市中建梅溪湖中心二期地下车库未做地下排水工程处理,A市 中建 梅 溪湖 中心 二期 地下 车库 未 做 地下排水 工程,A市,"['地下排水', '溪湖', 'A市', '车库', '二期']",[],['A市中建梅溪湖中心']
A市大明佳园业主就西地省大明投资公司在销售及拟定合同中涉嫌违法提出质疑,A市大明佳园业主就西地省大明投资公司在销售及拟定合同中涉嫌违法提出质疑,A市 大明 佳园 业主 西地省 大明 投资 公司 销售 拟定 合同 中 涉嫌 违法 提出 质疑,A市,"['大明', '佳园', 'A市', '西地省', '拟定']","['A3区', '太高', 'A3区', '太高']","['A市大明佳园业主', '西地省大明投资公司']"
A市A2区丽发新城道路坑坑洼洼,A市A2区丽发新城道路坑坑洼洼,A市 A2区 丽发 新城 道路 坑坑洼洼,A市,"['A市', 'A2区', '丽发', '坑坑洼洼', '新城']","['A市', 'A市', 'A市', 'A市', '而市', 'A市', 'A市', 'A市', 'A市']","['A市A2区', '新城']"
请A市加快严查学校违规上课时间,请A市加快严查学校违规上课时间,请 A市 加快 严查 学校 违规 上课 时间,A市,"['A市', '严查', '上课', '违规', '加快']",['西地省A市A6区雷峰大道'],['A市']
A市新姚南路与御绑路交汇处的人行横道线如同虚设,A市新姚南路与御绑路交汇处的人行横道线如同虚设,A市 新姚 南路 御 绑 路 交汇处 人行横道 线 虚设,A市,"['A市', '新姚', '人行横道', '虚设', '交汇处']",['南二环'],['A市新姚南路']
A市汇金城三期精装房出现了起泡房和洞洞房,A市汇金城三期精装房出现了起泡房和洞洞房,A市 汇 金城 三期 精装 房 起泡 房和洞 洞房,A市,"['A市', '房和洞', '起泡', '精装', '洞房']","['星沙街道望仙路辅道交警部门', '三路']","['A市', '金城']"
A市利保壹号公馆项目夜间噪声扰民,A市利保壹号公馆项目夜间噪声扰民,A市 利保 壹号 公馆 项目 夜间 噪声 扰民,A市,"['壹号', 'A市', '利保', '扰民', '公馆']",['A市'],['A市利保']
A市楚雅宿舍区树木太茂密了，挡住了很多阳光,A市楚雅宿舍区树木太茂密了挡住了很多阳光,A市 楚雅 宿舍区 树木 太 茂密 挡住 阳光,A市,"['A市', '楚雅', '宿舍区', '茂密', '挡住']",['A7县'],['A市楚雅宿舍区']
A市A5区树木岭世贸璀璨天城通宵施工噪音扰民,A市A5区树木岭世贸璀璨天城通宵施工噪音扰民,A市 A5区 树木 岭 世贸 璀璨 天城 通宵 施工 噪音 扰民,A市,"['A市', 'A5区', '扰民', '世贸', '璀璨']","['A市A4区御景龙城小区', 'A市', 'A4区法院']","['A市A5区树木岭世贸', '天城']"
A市丽发新城2期和3期中间的道路什么时候可以修好,A市丽发新城2期和3期中间的道路什么时候可以修好,A市 丽发 新城 期 期 道路 修好,A市,"['A市', '丽发', '修好', '新城', '道路']","['文庙', '芜西']","['A市', '新城']"
A市长房云时代小区三期后面要建垃圾站？,A市长房云时代小区三期后面要建垃圾站,A市 长房 云 时代 小区 三期 要建 垃圾站,A市,"['垃圾站', '长房', 'A市', '要建', '三期']","['A市A4区御景龙城小区', 'A市', 'A4区法院']",['A市']
A市新华联梦想城一直不交付房产证,A市新华联梦想城一直不交付房产证,A市 新华联 梦想 城 交付 房产证,A市,"['A市', '新华联', '房产证', '交付', '梦想']",['A8县星河湾'],['A市新华联梦想']
A市人才购房补贴申请是否与单位注册地有关？,A市人才购房补贴申请是否与单位注册地有关,A市 人才 购房 补贴 申请 单位 注册地,A市,"['A市', '注册地', '购房', '补贴', '人才']","['A市', '西地省', '广东湖北', 'A市']",['A市']
A市人民路地质家园二期项目为何拖欠农民工工资至今未清,A市人民路地质家园二期项目为何拖欠农民工工资至今未清,A市 路 地质 家园 二期 项目 拖欠 农民工 工资 未清,A市,"['A市', '未清', '拖欠', '家园', '二期']",['楚仪学校'],['A市人民路地质家园']
关于请求督促A市有关部门依法依规拆除三楚小区内大量违法建筑的报告,关于请求督促A市有关部门依法依规拆除三楚小区内大量违法建筑的报告,请求 督促 A市 部门 依法 依规 拆除 三楚 区内 违法 建筑 报告,A市,"['A市', '依规', '三楚', '督促', '拆除']","['河西', '远大路']",['A市']
恳求帮助解决A市奥克斯缔壹城连廊的安全隐患,恳求帮助解决A市奥克斯缔壹城连廊的安全隐患,恳求 解决 A市 奥克斯 缔壹城 连廊 安全隐患,A市,"['奥克斯', 'A市', '缔壹城', '连廊', '安全隐患']","['中国', '非洲']",['A市奥克斯缔壹城']
A市芒果都市助力小区成立业委会，合理吗？,A市芒果都市助力小区成立业委会合理吗,A市 芒果 都市 助力 小区 成立 业委会,A市,"['A市', '业委会', '芒果', '助力', '都市']",[],['A市']
投诉A市巴辛国际早教中心拖欠员工社保费用,投诉A市巴辛国际早教中心拖欠员工社保费用,投诉 A市 巴辛 国际 早教 中心 拖欠 员工 社保 费用,A市,"['巴辛', 'A市', '早教', '拖欠', '投诉']","['A市梅溪湖嘉顺苑安置小区', 'A市', '河西梅溪湖片区', '河西梅溪湖片区', '嘉顺苑']",['A市巴辛国际早教中心']
A市捷聚飞迈网络有限公司流窜作案，请求给予打击！,A市捷聚飞迈网络有限公司流窜作案请求给予打击,A市 捷聚 飞迈 网络 有限公司 流窜作案 请求 给予 打击,A市,"['流窜作案', 'A市', '捷聚', '飞迈', '请求']","['A7县泉塘', '静园']",['A市捷聚飞迈网络有限公司']
请不要让A市聚捷飞迈网络有限公司毁了A市的形象,请不要让A市聚捷飞迈网络有限公司毁了A市的形象,请 A市 聚捷 飞迈 网络 有限公司 毁 A市 形象,A市,"['A市', '聚捷', '飞迈', '形象', '网络']",['西地省人民医院'],"['A市聚捷飞迈网络有限公司', 'A市']"
请不要让A市聚捷飞迈网络有限公司毁了A市的形象,请不要让A市聚捷飞迈网络有限公司毁了A市的形象,请 A市 聚捷 飞迈 网络 有限公司 毁 A市 形象,A市,"['A市', '聚捷', '飞迈', '形象', '网络']","['玉龙国际业主', '洞井建筑公司厚海玉龙国际施工现场', '中华人民共和国', '洞井建筑公司厚海玉龙国际施工现场', '厚海玉龙国际施工现场']","['A市聚捷飞迈网络有限公司', 'A市']"
建议A市加快学校周边安全隐患整治,建议A市加快学校周边安全隐患整治,建议 A市 加快 学校 周边 安全隐患 整治,A市,"['A市', '安全隐患', '整治', '周边', '加快']","['A市', 'A市', 'A市', 'A市', 'A市A3区', '王峰杨洁陈嘉悦谭', '周意吴博张婷田芳林慧李', '安民周驰晴荣琨刘丰', '长虹熊疆高谊唐昆尹方邓俊樊非', '钟惠萍潘凌峰谭谦郑尔玲', '胡焯李文胡邓月雅盛骥刘敏蒲浩东李娜何蓉仕陈波雄']",['A市']
A市国王陵考古遗址公园一期整治项目周边环境常年恶劣,A市国王陵考古遗址公园一期整治项目周边环境常年恶劣,A市 国王 陵 考古 遗址 公园 一期 整治 项目 周边环境 常年 恶劣,A市,"['A市', '周边环境', '常年', '恶劣', '整治']",['A市'],['A市']
A市银华园共用部位设施的租金去哪了,A市银华园共用部位设施的租金去哪了,A市 银 华园 共用 部位 设施 租金,A市,"['华园', 'A市', '共用', '租金', '设施']","['地省', '塘村', 'A市', '中国']",['A市']
只有A市12345没有西地省12345感觉不是很方便,只有A市12345没有西地省12345感觉不是很方便,A市 12345 西地省 12345 感觉,A市,"['12345', 'A市', '西地省', '感觉']","['泰华一村小区第四届非法业主委员会', '西地省', '泰华一村小区第四届非法业主委员会', '滨江社区居委会', '滨江社区居委会', '滨江社区居委会', '滨江社区居委会', '一村', '滨江社区居委会', '滨江社区居委会', '滨江社区居委会', '滨江社区居委会', '滨江社区居委会', '滨江社区居委会', '百般阻挠居委会', '泰山', '滨江社区居委会', '滨江社区居委会', '滨江社区居委会', '西地省', 'B市', '一村', '一村', '一村', '一村']","['A市', '西地省']"
反映A市省妇幼医院住院部重复开检查费用,反映A市省妇幼医院住院部重复开检查费用,A市 省 妇幼医院 住院部 重复 开 检查 费用,A市,"['A市', '妇幼医院', '住院部', '重复', '费用']","['A市', 'A市金茂府', '已安开发商A市金茂府公司', 'A市', '金茂', 'A市金茂客服', 'A市', 'A市', 'A市', 'A市', 'A市', 'A市金茂梅溪湖国际广场置业有限公司', 'A市金茂梅溪湖国际广场置业有限公司', 'A市金茂公司', 'A市金茂梅溪湖国际广场置业有限公司', '楚江', 'A市', 'A市', 'A市金茂府', 'A市', 'A市', 'A市', 'A市', '西地省', 'A市', 'A市', 'A市', 'A市', '西地省', 'A市政府', 'A市', 'A市金茂府']",['A市']
请求解决A市渔民转产转业的遗留问题,请求解决A市渔民转产转业的遗留问题,请求 解决 A市 渔民 转产 转业 遗留问题,A市,"['A市', '转产', '遗留问题', '转业', '渔民']",['骏宝巴士公司'],['A市']
投诉A市A4区政府方圆3公里无一所公立幼儿园,投诉A市A4区政府方圆3公里无一所公立幼儿园,投诉 A市 A4区 政府 方圆 公里 一所 公立 幼儿园,A市,"['A市', 'A4区', '公立', '方圆', '幼儿园']","['新桥', 'A市', '首末']",['A市A4区政府']
请履行承诺把申请的A市A1区廉租房退还给我,请履行承诺把申请的A市A1区廉租房退还给我,请 履行 承诺 申请 A市 A1区 廉租房 退还给,A市,"['A市', 'A1区', '退还给', '廉租房', '履行']",['雷峰'],['A市A1区']
A市政府机关食堂为什么不对外开放了,A市政府机关食堂为什么不对外开放了,A市 政府 机关 食堂 对外开放,A市,"['A市', '食堂', '对外开放', '机关', '政府']","['A市A5区左家塘', 'A市中级人民法院']",['A市政府']
A市楚郡未来实验学校针对四年级学生上调学费是否违规？,A市楚郡未来实验学校针对四年级学生上调学费是否违规,A市 楚郡 未来 实验学校 四年级 学生 上调 学费 违规,A市,"['楚郡', 'A市', '实验学校', '四年级', '学费']","['西地省九九富达实业发展集团股份有限公司', '王梅国', '齐民福', '西地省乾景资产管理有限公司', '子公司西地省耀浩汽车贸易有限公司', '杨慧晓', '江彬', '梁刚', '杨颖杨慧晓之女滕庭杨颖', '吕梅志古', '黄慧', '唐鑫婧', '彭开', '卡其', '卡保', '王梅国', '王梅国', '齐福明', '杨慧晓等', '王梅国', '王梅国', '杨慧晓说', '王梅国', '西地省A市']",['A市楚郡']
A市A2区向家坡小学何时能真正建成？,A市A2区向家坡小学何时能真正建成,A市 A2区 向家坡 小学 何时能 建成,A市,"['A市', 'A2区', '向家坡', '何时能', '小学']","['罗小阳', 'A8县', '流沙河', 'A8县', 'A8县']","['A市A2区向家坡', '何时能']"
咨询士官异地安置到A市工作条件,咨询士官异地安置到A市工作条件,咨询 士官 异地 安置 A市 工作 条件,A市,"['A市', '士官', '异地', '安置', '咨询']",['A市'],['A市']
A市南北横线有继续修的计划吗,A市南北横线有继续修的计划吗,A市 南北 横线 修 计划,A市,"['A市', '横线', '南北', '计划']","['A市', 'A市', 'A市', 'A3区', 'A3区']",['A市']
请求A市政府放宽对党务工作者、社区工作人员等考试年龄的限制,请求A市政府放宽对党务工作者社区工作人员等考试年龄的限制,请求 A市 政府 放宽 党务 工作者 社区 工作人员 考试 年龄,A市,"['A市', '党务', '工作者', '放宽', '社区']",[],['A市政府']
A市地铁手机app为什么不能不能直接充值,A市地铁手机app为什么不能不能直接充值,A市 地铁 手机 app 充值,A市,"['A市', 'app', '充值', '地铁', '手机']","['南站', '密集区']",['A市']
A市马栏山视频文创产业园路政设施不全，行人被车撞倒,A市马栏山视频文创产业园路政设施不全行人被车撞倒,A市 马栏 山 视频 文创 产业园 路政 设施 不全 行人 被车撞 倒,A市,"['被车撞', 'A市', '马栏', '文创', '路政']",[],['A市马栏山视频']
举报A市三一大道合峰加油站进行虚假充值活动,举报A市三一大道合峰加油站进行虚假充值活动,举报 A市 三一 大道 合峰 加油站 虚假 充值 活动,A市,"['A市', '合峰', '充值', '三一', '加油站']",[],['A市三一大道合峰加油站']
关于A市地铁优化改造的建议,关于A市地铁优化改造的建议,A市 地铁 优化 改造 建议,A市,"['A市', '地铁', '优化', '改造', '建议']","['A市', '黄花机场', 'A7县']",['A市']
A市温斯顿楚府英语恶意拖欠退款,A市温斯顿楚府英语恶意拖欠退款,A市 温斯顿 楚府 英语 恶意 拖欠 退款,A市,"['A市', '楚府', '温斯顿', '退款', '拖欠']","['刘训', 'A3区分局']",['A市温斯顿楚府']
A市青少年宫组织的“垃圾分类”环保实践活动名不副实,A市青少年宫组织的垃圾分类环保实践活动名不副实,A市 青少年宫 组织 垃圾 分类 环保 实践 活动 名不副实,A市,"['青少年宫', 'A市', '名不副实', '垃圾', '实践']",[],['A市青少年宫']
A市民办培训机构乱象丛生，温斯顿英语培训强设霸王条款,A市民办培训机构乱象丛生温斯顿英语培训强设霸王条款,A市 民办 培训 机构 乱象 丛生 温斯顿 英语 培训 强设 霸王 条款,A市,"['培训', 'A市', '强设', '温斯顿', '乱象']",['中共A6区委办公室'],"['A市', '温斯顿']"
A市华洋机电设备制造公司拖欠商户货款,A市华洋机电设备制造公司拖欠商户货款,A市 华洋 机电设备 制造 公司 拖欠 商户 货款,A市,"['A市', '华洋', '机电设备', '货款', '拖欠']","['金阳巴士', 'A7县A市', '开区永安A1区', 'A7县', 'A市海关', 'A7县', 'A7县', 'A7县', 'A市海关', '东湖']",['A市华洋机电设备制造公司']
